"Genename"	0	"1h"	"6h"	"12h"	"24h"	"36h"	"48h"	"72h"
ENSMUSG00000067616:KLK11	0.00	0.22	0.58	-0.11	-0.82	-0.83	-0.88	-1.11
ENSMUSG00000067702:TUBA3A	0.00	-0.07	-0.12	0.66	-0.14	-1.19	-1.90	-3.49
ENSMUSG00000067714:LPAR5	0.00	-1.46	-1.53	-1.45	-1.50	-1.81	-2.57	-3.25
ENSMUSG00000067745:GM14243	0.00	0.04	0.01	0.02	0.38	1.05	0.84	0.59
ENSMUSG00000067768:XLR4B	0.00	0.55	0.51	0.40	0.73	0.05	-0.05	-1.22
ENSMUSG00000067786:NNAT	0.00	0.80	0.47	2.08	3.93	4.51	4.78	5.42
ENSMUSG00000067813:XKR9	0.00	0.09	-0.70	-0.62	-0.86	-0.88	-1.02	-1.01
ENSMUSG00000067818:MYL9	0.00	0.63	0.46	1.23	2.90	5.28	6.55	8.40
ENSMUSG00000067835:GM14661	0.00	-0.38	-0.06	0.30	0.51	0.62	-0.97	-1.68
ENSMUSG00000067889:SPTBN2	0.00	-0.04	0.47	1.12	0.54	1.56	2.61	3.11
ENSMUSG00000067919:REX2	0.00	0.41	0.69	0.79	0.49	0.51	-0.41	-2.23
ENSMUSG00000068015:LRCH1	0.00	-0.27	-0.30	-0.43	-0.39	-0.85	-1.05	-1.00
ENSMUSG00000068079:TCF15	0.00	-0.36	1.98	2.52	2.89	2.28	1.15	-0.56
ENSMUSG00000068101:CENPM	0.00	0.25	0.10	0.67	0.56	0.12	-0.25	-1.06
ENSMUSG00000068115:NINL	0.00	-0.04	-0.20	0.05	-0.18	-1.13	-1.14	-0.83
ENSMUSG00000068117:MEI1	0.00	0.19	0.17	0.47	0.15	0.55	1.83	1.63
ENSMUSG00000068154:INSM1	0.00	0.70	0.09	1.35	3.40	3.14	2.94	2.48
ENSMUSG00000068205:MACROD2	0.00	0.24	0.87	0.67	1.00	0.81	0.75	0.50
ENSMUSG00000068220:LGALS1	0.00	-0.27	-0.43	-0.96	-1.30	-1.73	-0.94	0.29
ENSMUSG00000068245:PHF11D	0.00	0.11	0.18	0.13	0.05	-1.20	-3.70	-6.65
ENSMUSG00000068250:AMN1	0.00	0.24	0.19	0.15	0.44	0.46	0.86	1.40
ENSMUSG00000068270:SHROOM4	0.00	0.33	1.78	2.05	2.79	3.43	3.36	2.97
ENSMUSG00000068284:GM608	0.00	-0.25	-0.68	-0.90	-1.12	-1.23	-1.35	-0.48
ENSMUSG00000068323:SLC4A5	0.00	-0.22	-0.52	-0.12	-0.08	-0.05	-1.23	-3.08
ENSMUSG00000068327:TLX2	0.00	0.88	-1.37	-1.87	-3.08	-3.21	-3.29	-2.90
ENSMUSG00000068373:D430041D05RIK	0.00	-0.69	-0.52	-1.02	-1.02	-1.60	-1.99	-2.04
ENSMUSG00000068417:PNP2	0.00	0.39	1.07	0.61	0.62	0.14	0.29	0.15
ENSMUSG00000068452:DUOX2	0.00	0.81	0.39	0.01	0.27	0.17	1.35	1.66
ENSMUSG00000068522:AARD	0.00	0.58	1.31	1.20	-0.07	-3.06	-3.33	-3.91
ENSMUSG00000068551:ZFP467	0.00	-0.03	0.09	1.86	3.74	4.94	4.28	4.41
ENSMUSG00000068601:GM10244	0.00	0.70	1.03	1.08	1.07	1.31	0.52	1.02
ENSMUSG00000068614:ACTC1	0.00	0.36	0.41	0.19	0.05	0.83	1.96	6.55
ENSMUSG00000068615:GJD2	0.00	0.12	0.81	0.38	0.08	1.22	1.73	1.63
ENSMUSG00000068617:EFCAB1	0.00	0.16	0.07	-0.01	0.13	-0.04	0.92	1.02
ENSMUSG00000068663:CLEC16A	0.00	-0.26	-0.03	0.04	-0.27	-0.50	-1.07	-1.10
ENSMUSG00000068699:FLNC	0.00	0.20	4.32	3.14	3.06	6.59	6.39	5.15
ENSMUSG00000068739:SARS	0.00	-0.53	-1.17	-1.28	-1.12	-1.30	0.39	0.74
ENSMUSG00000068740:CELSR2	0.00	-0.48	-1.02	-0.86	-0.91	-0.42	1.04	1.20
ENSMUSG00000068747:SORT1	0.00	0.05	-0.12	-0.39	0.20	1.17	2.42	3.19
ENSMUSG00000068748:PTPRZ1	0.00	-0.07	0.86	0.67	-0.72	-1.35	-2.04	-0.75
ENSMUSG00000068854:HIST2H2BE	0.00	0.22	0.55	0.75	1.07	1.45	1.00	1.67
ENSMUSG00000068860:GM128	0.00	-0.81	-2.03	-2.64	-2.34	-1.65	-0.89	-1.03
ENSMUSG00000068874:SELENBP1	0.00	-0.24	-1.20	-1.58	-1.67	-2.06	-1.57	-1.38
ENSMUSG00000068876:CGN	0.00	0.22	0.24	1.24	2.14	3.01	3.55	3.79
ENSMUSG00000068923:SYT11	0.00	-0.10	0.29	0.19	0.32	2.10	3.08	3.20
ENSMUSG00000068957:4930589L23RIK	0.00	0.16	0.01	0.75	0.94	0.69	1.03	0.64
ENSMUSG00000068959:ZFP619	0.00	0.30	0.19	0.44	0.99	0.91	-0.41	-1.17
ENSMUSG00000069041:SLC25A31	0.00	0.36	1.65	1.44	1.58	2.60	2.67	1.52
ENSMUSG00000069044:USP9Y	0.00	0.65	1.23	1.27	1.12	1.57	0.88	0.52
ENSMUSG00000069053:UBA1Y	0.00	0.29	0.47	0.42	0.13	0.14	-0.39	-2.49
ENSMUSG00000069094:PDE7A	0.00	0.37	0.87	1.02	1.67	1.62	1.22	1.34
ENSMUSG00000069114:ZBTB10	0.00	0.01	-2.12	-3.08	-3.04	-3.31	-2.43	-1.74
ENSMUSG00000069170:ADGRV1	0.00	0.27	0.78	0.57	0.84	1.42	1.38	1.95
ENSMUSG00000069171:NR2F1	0.00	0.11	-0.54	-1.24	-1.67	-1.64	-1.75	-1.80
ENSMUSG00000069227:GPRIN1	0.00	0.41	0.79	0.37	1.28	2.87	2.09	2.02
ENSMUSG00000069255:DUSP22	0.00	-0.13	0.01	-0.48	-0.42	-1.08	0.20	1.71
ENSMUSG00000069268:HIST1H2BF	0.00	-0.76	-0.50	0.27	0.53	0.83	1.10	0.42
ENSMUSG00000069272:HIST1H2AE	0.00	-1.25	-0.89	-0.34	-0.19	-0.27	0.51	0.26
ENSMUSG00000069300:HIST1H2BJ	0.00	-0.46	-0.02	0.45	0.46	0.63	1.04	0.52
ENSMUSG00000069305:HIST1H4N	0.00	-1.19	-0.83	-0.35	-0.29	-0.23	0.46	0.14
ENSMUSG00000069309:HIST1H2AN	0.00	-0.24	0.28	0.73	0.69	1.10	1.24	0.67
ENSMUSG00000069314:NA	0.00	-0.92	-0.40	0.15	0.32	0.60	1.07	0.56
ENSMUSG00000069475:GM6020	0.00	-0.04	0.02	0.16	0.42	-0.56	-1.03	-1.10
ENSMUSG00000069520:TMEM19	0.00	-0.29	-0.82	-0.34	-0.58	-1.11	-0.95	-1.01
ENSMUSG00000069581:TSPEAR	0.00	-0.29	0.02	0.07	0.79	1.41	1.21	0.39
ENSMUSG00000069601:ANK3	0.00	-0.81	-1.25	-0.98	-1.03	-1.78	-0.68	0.41
ENSMUSG00000069633:PEX11G	0.00	-0.69	-0.52	0.05	-0.18	0.19	0.90	1.13
ENSMUSG00000069662:MARCKS	0.00	-0.13	-0.27	-0.01	0.90	0.76	1.12	1.77
ENSMUSG00000069678:PCGF1	0.00	-0.21	-0.38	-0.58	-0.87	-1.06	-0.66	-0.62
ENSMUSG00000069727:GM5595	0.00	-0.58	-0.47	-0.49	-0.65	-1.89	-2.42	-2.27
ENSMUSG00000069729:ARID1B	0.00	-0.46	-1.05	-1.08	-1.26	-1.57	-0.97	-0.47
ENSMUSG00000069743:ZFP820	0.00	0.76	0.23	-0.55	-0.95	-1.55	-1.24	-0.92
ENSMUSG00000069755:ZFP125	0.00	0.22	1.26	1.17	1.65	1.48	0.47	0.12
ENSMUSG00000069763:TMEM100	0.00	0.58	-0.04	0.34	1.33	2.84	3.33	3.18
ENSMUSG00000069793:SLFN9	0.00	-0.09	-0.46	0.26	0.90	1.35	0.06	-2.74
ENSMUSG00000069805:FBP1	0.00	0.30	0.11	0.90	0.71	0.58	1.67	1.62
ENSMUSG00000069806:CACNG7	0.00	0.22	1.03	1.64	1.52	1.61	1.84	2.33
ENSMUSG00000069833:AHNAK	0.00	0.83	1.34	0.12	-1.52	-2.78	-4.41	-2.42
ENSMUSG00000069874:IRGM2	0.00	-0.77	-1.40	-1.59	0.43	2.03	1.65	1.82
ENSMUSG00000069911:FAM196B	0.00	0.33	1.46	3.12	3.34	2.83	2.04	2.32
ENSMUSG00000070003:SSBP4	0.00	-0.75	-0.71	-0.15	-0.09	-0.46	-0.71	-1.37
ENSMUSG00000070031:SP140	0.00	0.61	0.09	0.30	-0.15	0.21	0.54	1.45
ENSMUSG00000070044:FAM149A	0.00	0.68	0.52	0.23	-0.49	0.13	0.81	1.85
ENSMUSG00000070056:MFHAS1	0.00	0.26	-0.30	-1.54	-1.50	-0.87	0.31	1.80
ENSMUSG00000070072:MIR433	0.00	0.04	0.52	0.61	0.41	1.29	0.83	1.38
ENSMUSG00000070076:MIR127	0.00	-0.20	0.54	0.61	0.21	1.27	0.77	1.26
ENSMUSG00000070106:MIR363	0.00	-0.49	-0.53	0.57	0.76	0.81	0.86	1.37
ENSMUSG00000070141:MIR494	0.00	0.17	0.08	0.18	0.42	0.72	0.34	1.05
ENSMUSG00000070237:NA	0.00	0.77	0.79	0.88	1.37	1.74	1.86	1.06
ENSMUSG00000070246:NA	0.00	1.16	0.68	0.52	0.53	1.16	1.46	1.72
ENSMUSG00000070251:NA	0.00	0.40	0.61	0.70	0.78	1.12	0.85	0.87
ENSMUSG00000070287:SLC35G2	0.00	-0.03	-1.47	-2.60	-2.69	-2.67	-2.67	-2.59
ENSMUSG00000070291:DDX43	0.00	0.62	1.26	0.97	0.94	-0.03	-0.02	-1.20
ENSMUSG00000070331:QRICH2	0.00	0.18	-0.59	-0.83	-0.38	0.66	1.75	1.69
ENSMUSG00000070337:GPR179	0.00	-0.32	-0.17	-0.76	-0.74	-0.60	-0.95	-1.42
ENSMUSG00000070385:AMPD1	0.00	-0.21	-0.64	-0.52	-0.77	-1.14	-1.19	-1.49
ENSMUSG00000070388:FBXO39	0.00	-0.19	-0.58	-0.21	-0.67	-0.74	-0.89	-1.20
ENSMUSG00000070394:TMEM256	0.00	-0.13	-0.34	-0.46	-0.59	-1.20	-0.72	-0.46
ENSMUSG00000070407:HS3ST3B1	0.00	0.41	0.52	-1.74	-2.74	-3.34	-2.95	-3.66
ENSMUSG00000070424:ART5	0.00	0.03	-0.24	-0.72	-0.72	-1.11	-0.74	-0.89
ENSMUSG00000070436:SERPINH1	0.00	-0.15	-0.56	-0.24	-1.10	-1.57	-0.10	0.54
ENSMUSG00000070461:9230112E08RIK	0.00	-0.14	-1.06	-0.74	-1.80	-1.76	-1.43	-1.46
ENSMUSG00000070462:MESDC1	0.00	0.02	-0.10	-0.71	-1.06	-2.16	-1.74	-1.25
ENSMUSG00000070476:FAM217B	0.00	-0.30	0.50	0.38	0.46	0.92	2.02	1.54
ENSMUSG00000070495:CTCFL	0.00	0.66	1.22	2.25	2.44	3.92	3.59	2.01
ENSMUSG00000070526:PEG12	0.00	0.09	0.06	-0.18	-1.01	-1.48	-0.49	-1.71
ENSMUSG00000070532:1700084C01RIK	0.00	-0.43	-0.86	-1.36	-1.32	-1.09	-1.12	-0.97
ENSMUSG00000070544:TOP1	0.00	0.59	0.19	-0.45	0.22	1.44	1.08	0.72
ENSMUSG00000070561:NA	0.00	-0.01	-0.21	-0.14	-0.15	0.25	0.74	1.27
ENSMUSG00000070619:GM13119	0.00	2.58	1.46	0.07	-0.70	-1.77	-2.81	-3.13
ENSMUSG00000070632:BTBD8	0.00	-0.01	0.33	0.06	0.11	0.46	0.55	1.00
ENSMUSG00000070637:GM694	0.00	-0.42	-1.78	-2.18	-2.46	-2.63	-2.67	-2.67
ENSMUSG00000070639:LRRC8B	0.00	0.29	0.11	-0.67	-0.73	-0.12	1.07	2.66
ENSMUSG00000070643:SOX13	0.00	-0.31	0.14	0.23	-0.21	-0.69	-1.13	-1.64
ENSMUSG00000070644:ETNK2	0.00	-0.13	0.25	0.85	-0.09	-2.19	-1.96	-1.36
ENSMUSG00000070645:REN1	0.00	0.55	0.72	1.12	0.94	-0.47	-0.91	-1.37
ENSMUSG00000070708:GTSF1L	0.00	-0.99	-0.46	-0.08	0.38	0.41	-0.89	-3.12
ENSMUSG00000070709:1700049G17RIK	0.00	-1.02	-1.07	-0.85	-0.81	-1.35	-0.67	0.10
ENSMUSG00000070732:RBM44	0.00	0.32	1.46	1.36	1.45	0.88	0.90	0.18
ENSMUSG00000070733:FRYL	0.00	0.09	0.19	-0.31	-1.01	-1.23	-1.60	-1.32
ENSMUSG00000070737:GM12942	0.00	-1.38	-1.12	-1.70	-2.18	-2.57	-2.58	-2.14
ENSMUSG00000070780:RBM47	0.00	-0.94	-0.40	-0.76	-1.64	-1.07	-1.09	-0.94
ENSMUSG00000070826:NA	0.00	2.30	1.70	0.66	0.01	-0.65	-1.88	-2.56
ENSMUSG00000070828:ZSCAN4F	0.00	2.40	1.67	0.77	0.04	-0.60	-1.59	-2.58
ENSMUSG00000070837:AURKC	0.00	0.93	-0.15	-0.49	-1.46	-3.50	-3.68	-4.23
ENSMUSG00000070870:CRYGE	0.00	1.23	0.95	0.34	-0.68	-1.09	-1.32	-1.33
ENSMUSG00000070880:GAD1	0.00	0.02	-0.31	-1.25	-1.66	-2.11	-2.13	-2.62
ENSMUSG00000070883:CCDC173	0.00	0.01	0.24	0.35	-0.05	0.15	0.87	1.02
ENSMUSG00000070889:NA	0.00	0.06	0.38	0.22	0.70	1.05	0.52	0.24
ENSMUSG00000070890:GM12794	0.00	2.23	1.70	0.61	-0.47	-0.93	-1.68	-1.86
ENSMUSG00000070902:ZFP352	0.00	0.30	1.76	1.47	-0.26	-0.70	-1.89	-2.06
ENSMUSG00000070946:NA	0.00	1.31	1.14	0.34	-0.12	-0.19	-0.51	-0.50
ENSMUSG00000071042:RASGRP3	0.00	-0.07	2.22	2.52	2.59	2.40	1.84	1.38
ENSMUSG00000071076:JUND	0.00	0.36	-1.17	-0.80	-0.29	-0.12	0.47	0.66
ENSMUSG00000071103:1700029J07RIK	0.00	0.04	0.31	0.10	-0.14	0.04	0.76	2.08
ENSMUSG00000071176:ARHGEF10	0.00	0.74	0.16	0.41	0.27	-0.22	0.80	2.12
ENSMUSG00000071217:GM2022	0.00	2.19	1.55	0.57	-0.49	-1.45	-2.30	-2.61
ENSMUSG00000071229:TIMM8A2	0.00	-0.85	-0.25	-0.32	-0.64	-0.75	-1.59	-3.72
ENSMUSG00000071230:NPW	0.00	0.17	0.42	0.33	0.46	0.28	1.38	1.16
ENSMUSG00000071234:SYNDIG1L	0.00	0.09	0.00	0.02	0.12	1.28	1.18	0.99
ENSMUSG00000071235:VRTN	0.00	0.41	-0.75	-0.41	3.68	5.27	4.66	3.72
ENSMUSG00000071266:ZFP946	0.00	0.02	-0.28	-0.17	0.42	0.66	0.98	1.72
ENSMUSG00000071295:GM10323	0.00	0.18	0.33	0.37	0.73	0.41	-0.72	-2.61
ENSMUSG00000071302:2610044O15RIK8	0.00	-0.01	0.48	0.44	0.52	0.42	-0.59	-2.65
ENSMUSG00000071337:TIA1	0.00	-0.43	-0.42	0.34	0.55	0.69	0.80	1.23
ENSMUSG00000071369:MAP3K5	0.00	0.49	1.10	1.47	1.45	0.73	0.69	0.90
ENSMUSG00000071379:HPCAL1	0.00	-0.53	-0.36	-0.35	-0.75	-1.29	-1.03	-0.85
ENSMUSG00000071398:2410004P03RIK	0.00	0.80	0.88	0.53	0.72	1.15	1.62	1.48
ENSMUSG00000071424:GRID2	0.00	0.44	0.29	-0.25	-2.22	-2.56	-2.52	-2.37
ENSMUSG00000071425:NA	0.00	-0.05	-0.03	0.63	1.29	1.23	2.22	0.83
ENSMUSG00000071456:1110002L01RIK	0.00	-0.83	-0.14	0.47	1.16	1.74	1.70	1.49
ENSMUSG00000071470:CCNB1IP1	0.00	-0.05	0.56	0.46	0.44	0.89	-0.39	-1.02
ENSMUSG00000071478:HIST1H2AD	0.00	-1.09	-0.69	-0.23	-0.30	-0.09	0.42	0.01
ENSMUSG00000071506:TMEM139	0.00	-0.24	-0.16	-0.09	0.27	0.12	0.82	1.76
ENSMUSG00000071516:HIST1H2AI	0.00	-1.04	-0.83	-0.48	-0.48	-0.24	0.31	0.07
ENSMUSG00000071547:NT5DC2	0.00	-0.22	-0.81	-0.17	1.10	2.06	2.77	2.44
ENSMUSG00000071553:CPA2	0.00	0.18	1.36	1.07	2.08	3.27	2.77	2.49
ENSMUSG00000071584:NA	0.00	-0.58	-1.03	-0.85	-1.02	-1.34	-1.29	-1.44
ENSMUSG00000071604:FAM189A2	0.00	-0.13	-0.23	-1.35	-3.09	-4.43	-4.62	-4.05
ENSMUSG00000071649:B3GAT3	0.00	-0.42	-0.78	-0.94	-1.16	-1.48	-0.98	-0.65
ENSMUSG00000071653:1810009A15RIK	0.00	0.07	0.46	0.81	0.81	1.29	1.29	0.66
ENSMUSG00000071656:LRRN4CL	0.00	0.09	-0.32	-0.65	-1.47	-2.51	-1.52	-0.70
ENSMUSG00000071658:GNG3	0.00	0.13	-0.50	1.51	2.27	2.74	3.23	3.52
ENSMUSG00000071665:FOXR2	0.00	-0.83	-0.10	1.76	2.57	2.50	2.27	2.42
ENSMUSG00000071711:MPST	0.00	-0.59	-0.90	-1.10	-1.32	-1.80	-0.99	-0.35
ENSMUSG00000071719:TMEM28	0.00	-0.04	-0.64	-0.65	-0.28	0.43	0.98	1.42
ENSMUSG00000071763:4933416I08RIK	0.00	0.49	-0.62	-0.43	-0.90	-0.68	-1.24	-1.56
ENSMUSG00000071773:RHOX1	0.00	0.26	0.33	0.11	0.21	0.13	-0.55	-3.17
ENSMUSG00000071847:APCDD1	0.00	0.89	0.77	0.14	-1.12	-1.72	-1.48	-1.67
ENSMUSG00000071856:MCC	0.00	-0.25	-0.42	0.33	0.03	-1.73	-3.04	-2.59
ENSMUSG00000071909:NUTM2	0.00	0.32	2.11	2.50	3.12	1.84	0.33	0.14
ENSMUSG00000071952:GM10351	0.00	0.23	0.16	-0.11	0.18	0.06	-0.24	-1.57
ENSMUSG00000071984:FNDC1	0.00	-0.77	-0.38	-0.60	-0.88	-0.86	-1.23	-1.66
ENSMUSG00000072115:ANG	0.00	-0.00	1.00	-0.08	-0.15	-0.70	-0.61	-0.16
ENSMUSG00000072235:TUBA1A	0.00	0.12	-0.20	0.60	1.16	1.11	1.43	1.83
ENSMUSG00000072249:FTHL17F	0.00	0.67	0.90	0.15	1.07	1.09	0.48	-0.58
ENSMUSG00000072295:ALS2CR11	0.00	-0.15	0.15	0.06	0.40	0.54	-0.39	-2.10
ENSMUSG00000072419:DPPA2	0.00	1.30	1.53	1.73	1.69	1.27	0.64	-2.10
ENSMUSG00000072479:XLR5B	0.00	-0.15	0.24	0.28	1.21	1.63	1.04	-0.25
ENSMUSG00000072492:GM10364	0.00	0.51	1.22	2.13	1.88	2.25	0.81	0.41
ENSMUSG00000072568:FAM84B	0.00	-0.90	-2.25	-2.15	-0.70	1.08	2.18	2.27
ENSMUSG00000072647:ADAM1A	0.00	1.03	1.00	0.58	0.44	0.69	-0.10	-0.07
ENSMUSG00000072653:ZFP783	0.00	0.45	0.47	-0.04	0.15	1.03	1.85	2.44
ENSMUSG00000072662:MANSC4	0.00	-1.24	-1.38	-1.11	-1.47	-2.17	-1.67	-1.63
ENSMUSG00000072791:ABCB5	0.00	0.92	0.64	0.52	-0.18	-1.10	-2.07	-2.38
ENSMUSG00000072812:AHNAK2	0.00	-2.44	-2.79	-3.29	-3.71	-4.04	-3.54	-2.38
ENSMUSG00000072825:CEP170B	0.00	-0.66	-0.94	-0.19	0.02	0.32	0.67	1.18
ENSMUSG00000072875:GPR27	0.00	-0.44	-0.18	-0.98	-0.92	-0.44	0.91	2.03
ENSMUSG00000072884:GM10433	0.00	0.51	1.26	1.13	1.27	1.08	1.10	1.25
ENSMUSG00000072893:4933439C10RIK	0.00	0.34	1.97	2.64	2.16	1.60	1.04	1.07
ENSMUSG00000072905:GM2016	0.00	2.22	1.74	0.93	0.03	-1.11	-2.71	-3.47
ENSMUSG00000072906:NA	0.00	2.35	1.66	0.59	-0.17	-1.21	-2.41	-2.85
ENSMUSG00000072909:NA	0.00	1.80	1.71	0.80	0.20	0.29	-0.70	-0.62
ENSMUSG00000072934:TRPC5OS	0.00	-0.02	-1.03	-0.76	-1.06	-1.35	-1.35	-1.24
ENSMUSG00000072944:NUP62CL	0.00	0.70	1.52	1.27	0.70	-0.74	-2.30	-3.11
ENSMUSG00000072945:RIPPLY1	0.00	-0.83	-0.36	0.33	0.90	0.20	-0.70	-2.45
ENSMUSG00000073000:GM10451	0.00	-0.42	0.12	0.08	0.62	1.29	0.31	-0.55
ENSMUSG00000073007:FAM46D	0.00	-0.01	0.05	0.17	1.10	0.79	0.66	0.89
ENSMUSG00000073016:UPRT	0.00	-0.24	0.72	0.59	0.94	0.66	0.77	1.64
ENSMUSG00000073018:GM1070	0.00	-0.61	0.70	0.43	-0.03	-1.26	-2.21	-4.16
ENSMUSG00000073027:DMRTC1B	0.00	-0.25	-0.83	-0.49	-0.03	0.09	-0.71	-1.26
ENSMUSG00000073062:ZXDB	0.00	0.12	-0.55	-0.92	-1.19	-1.27	-0.13	1.06
ENSMUSG00000073077:GM7173	0.00	-0.32	0.01	-0.21	0.29	0.81	1.08	1.27
ENSMUSG00000073102:DRC1	0.00	0.36	0.29	0.24	0.68	1.36	2.70	2.80
ENSMUSG00000073144:4930599N23RIK	0.00	0.04	0.16	0.45	0.73	1.05	0.70	0.65
ENSMUSG00000073158:9030624G23RIK	0.00	-0.34	-0.01	-0.09	-0.31	-0.70	-0.70	-1.13
ENSMUSG00000073179:GM10478	0.00	0.19	0.65	0.79	1.15	1.12	0.09	-0.17
ENSMUSG00000073207:CCDC160	0.00	-0.67	-0.53	-0.75	-0.67	-1.38	-0.75	-0.16
ENSMUSG00000073226:GM10482	0.00	0.16	0.13	0.24	-0.65	-1.25	-1.21	-1.27
ENSMUSG00000073243:GM9	0.00	0.38	0.71	0.98	1.51	1.39	0.46	-1.54
ENSMUSG00000073274:GM14636	0.00	0.10	0.94	0.76	0.82	2.02	1.19	1.74
ENSMUSG00000073293:NUDT10	0.00	0.40	0.92	0.47	0.29	0.57	1.73	2.39
ENSMUSG00000073295:NUDT11	0.00	0.31	0.59	0.07	0.51	0.24	1.73	2.23
ENSMUSG00000073383:NA	0.00	-0.43	0.99	0.42	1.28	1.91	1.26	1.27
ENSMUSG00000073388:A330017A19RIK	0.00	0.01	0.20	0.37	0.41	0.82	0.93	1.17
ENSMUSG00000073408:DPCR1	0.00	0.24	0.90	0.91	1.58	1.60	1.62	1.34
ENSMUSG00000073409:H2-Q6	0.00	0.45	-0.21	-0.04	0.47	1.71	3.28	3.53
ENSMUSG00000073411:H2-D1	0.00	0.12	-0.31	0.22	0.84	0.67	1.61	1.63
ENSMUSG00000073413:LY6G6D	0.00	-0.55	-1.40	-1.45	-1.12	-1.47	-0.66	-1.10
ENSMUSG00000073414:G6B	0.00	-0.47	-0.77	-0.50	-0.48	0.20	0.86	1.46
ENSMUSG00000073418:C4B	0.00	0.12	-0.29	-0.22	0.06	-0.15	-0.29	-1.11
ENSMUSG00000073421:H2-AB1	0.00	-0.12	-0.24	-0.85	-2.02	-1.80	-1.76	-0.75
ENSMUSG00000073424:CYP4F15	0.00	0.12	0.07	0.10	0.24	0.88	1.31	1.56
ENSMUSG00000073433:ARHGDIG	0.00	0.55	0.12	0.66	1.58	1.87	2.54	2.52
ENSMUSG00000073481:MARC2	0.00	-0.14	-0.76	-1.17	-1.52	-2.64	-2.72	-2.39
ENSMUSG00000073519:NA	0.00	1.53	0.87	0.72	0.62	0.31	0.77	1.76
ENSMUSG00000073534:NA	0.00	-0.66	-1.92	-0.79	-1.04	-2.23	-2.47	-2.77
ENSMUSG00000073538:E330020D12RIK	0.00	0.22	-0.20	-0.21	-1.18	-2.99	-4.48	-3.54
ENSMUSG00000073568:ARL14EPL	0.00	-0.03	0.45	0.29	-0.46	-1.23	-2.86	-5.55
ENSMUSG00000073590:3222401L13RIK	0.00	-0.27	0.22	-0.22	-0.82	-1.12	-1.12	-0.46
ENSMUSG00000073599:ECSCR	0.00	-0.12	0.30	0.11	0.63	0.87	1.21	1.53
ENSMUSG00000073600:PROB1	0.00	0.14	0.65	0.36	1.14	2.56	2.01	1.97
ENSMUSG00000073627:C130036L24RIK	0.00	-0.33	-0.01	-0.08	0.45	0.83	0.65	1.00
ENSMUSG00000073639:RAB18	0.00	-0.37	-0.88	-1.10	-1.01	-1.44	-0.99	-0.69
ENSMUSG00000073643:WDFY1	0.00	-0.41	-0.91	-1.13	-0.50	-0.41	0.00	0.27
ENSMUSG00000073672:NA	0.00	0.55	-0.61	-0.59	-1.08	-0.99	-1.13	-1.03
ENSMUSG00000073680:TMEM88B	0.00	-0.14	0.05	0.09	0.42	1.42	0.39	0.09
ENSMUSG00000073700:KLHL21	0.00	-0.67	-0.35	-0.19	0.02	0.47	0.57	1.15
ENSMUSG00000073705:APITD1	0.00	-0.03	0.32	0.57	0.88	1.03	1.20	0.61
ENSMUSG00000073716:GM13241	0.00	0.55	0.74	0.78	0.96	1.23	0.78	-0.76
ENSMUSG00000073728:TMEM51OS1	0.00	-0.73	-1.00	-1.21	-0.91	-1.38	-0.67	-0.54
ENSMUSG00000073738:NA	0.00	-0.26	-0.41	-1.29	-1.24	-1.74	-1.60	-1.56
ENSMUSG00000073749:NA	0.00	0.25	0.45	0.71	0.43	1.01	1.57	1.94
ENSMUSG00000073795:6430531B16RIK	0.00	0.24	1.73	1.86	1.33	0.89	1.25	1.93
ENSMUSG00000073802:CDKN2B	0.00	0.03	-0.13	0.38	1.01	0.36	-0.29	-1.95
ENSMUSG00000073805:FAM196A	0.00	1.08	2.67	2.17	0.74	-0.27	0.09	0.51
ENSMUSG00000073822:NA	0.00	0.20	0.05	0.38	0.72	1.10	0.68	0.78
ENSMUSG00000073854:NA	0.00	0.21	-0.76	-0.53	-0.82	-1.23	-1.13	-1.25
ENSMUSG00000073858:NA	0.00	-0.07	0.50	-0.03	0.35	0.49	1.09	0.98
ENSMUSG00000073987:GGH	0.00	0.47	0.10	-0.08	-0.38	-0.84	-0.90	-1.17
ENSMUSG00000073988:TTPA	0.00	-0.05	-0.52	0.06	1.03	1.09	0.15	-1.53
ENSMUSG00000074055:NA	0.00	-0.46	0.10	0.19	0.33	0.68	0.85	1.17
ENSMUSG00000074063:OSGIN1	0.00	0.70	-0.01	-0.11	0.65	1.24	1.55	0.39
ENSMUSG00000074064:MLYCD	0.00	-1.17	-1.38	-1.93	-2.08	-2.94	-1.73	0.18
ENSMUSG00000074071:FAM169B	0.00	-0.44	1.10	1.53	1.04	1.11	0.59	-0.59
ENSMUSG00000074075:NA	0.00	0.50	-0.26	-0.47	-1.22	-1.18	-0.99	-0.84
ENSMUSG00000074093:SVIP	0.00	-0.17	-0.12	0.15	0.69	0.35	1.16	1.35
ENSMUSG00000074121:NTF5	0.00	-0.57	-0.51	-0.56	-0.99	-1.07	-1.14	-0.89
ENSMUSG00000074140:NA	0.00	0.28	-0.62	-0.93	-1.23	-1.19	-1.01	-0.44
ENSMUSG00000074151:NLRC5	0.00	0.24	-0.46	-0.44	0.70	1.17	1.92	2.71
ENSMUSG00000074158:9830147E19RIK	0.00	-0.17	-0.55	-0.61	-0.73	-1.18	-1.16	-0.91
ENSMUSG00000074170:PLEKHF1	0.00	0.29	0.66	-0.09	-0.78	-0.97	-1.63	-2.48
